datasetSize;arrayType;sortType;time
300;Random(0-4000);bubbleSortAiversonAll;421516
300;AlmostSorted;bubbleSortAiversonAll;22211
300;ReversedSorted;bubbleSortAiversonAll;535923
400;Random(0-5);bubbleSortAiversonAll;702890
400;Random(0-4000);bubbleSortAiversonAll;757317
400;AlmostSorted;bubbleSortAiversonAll;247261
400;ReversedSorted;bubbleSortAiversonAll;933782
500;Random(0-5);bubbleSortAiversonAll;1089994
500;Random(0-4000);bubbleSortAiversonAll;1182557
500;AlmostSorted;bubbleSortAiversonAll;463940
500;ReversedSorted;bubbleSortAiversonAll;1450232
600;Random(0-5);bubbleSortAiversonAll;1620792
600;Random(0-4000);bubbleSortAiversonAll;1739227
600;AlmostSorted;bubbleSortAiversonAll;471723
600;ReversedSorted;bubbleSortAiversonAll;2105603
700;Random(0-5);bubbleSortAiversonAll;2246390
700;Random(0-4000);bubbleSortAiversonAll;2414874
700;AlmostSorted;bubbleSortAiversonAll;477506
700;ReversedSorted;bubbleSortAiversonAll;2852321
800;Random(0-5);bubbleSortAiversonAll;2943263
800;Random(0-4000);bubbleSortAiversonAll;3175807
800;AlmostSorted;bubbleSortAiversonAll;1038479
800;ReversedSorted;bubbleSortAiversonAll;3731613
900;Random(0-5);bubbleSortAiversonAll;3789228
900;Random(0-4000);bubbleSortAiversonAll;4080808
900;AlmostSorted;bubbleSortAiversonAll;1503029
900;ReversedSorted;bubbleSortAiversonAll;4699480
1000;Random(0-5);bubbleSortAiversonAll;4761534
1000;Random(0-4000);bubbleSortAiversonAll;5117532
1000;AlmostSorted;bubbleSortAiversonAll;1625183
1000;ReversedSorted;bubbleSortAiversonAll;5844014
1100;Random(0-5);bubbleSortAiversonAll;5763643
1100;Random(0-4000);bubbleSortAiversonAll;6195631
1100;AlmostSorted;bubbleSortAiversonAll;1625565
1100;ReversedSorted;bubbleSortAiversonAll;7007946
1200;Random(0-5);bubbleSortAiversonAll;6935215
1200;Random(0-4000);bubbleSortAiversonAll;7455164
1200;AlmostSorted;bubbleSortAiversonAll;1668613
1200;ReversedSorted;bubbleSortAiversonAll;8392326
1300;Random(0-5);bubbleSortAiversonAll;8260312
1300;Random(0-4000);bubbleSortAiversonAll;8845980
1300;AlmostSorted;bubbleSortAiversonAll;1674614
1300;ReversedSorted;bubbleSortAiversonAll;9888638
1400;Random(0-5);bubbleSortAiversonAll;9663926
1400;Random(0-4000);bubbleSortAiversonAll;10345840
1400;AlmostSorted;bubbleSortAiversonAll;1747742
1400;ReversedSorted;bubbleSortAiversonAll;11468789
1500;Random(0-5);bubbleSortAiversonAll;11098791
1500;Random(0-4000);bubbleSortAiversonAll;11895691
1500;AlmostSorted;bubbleSortAiversonAll;1765977
1500;ReversedSorted;bubbleSortAiversonAll;13110727
1600;Random(0-5);bubbleSortAiversonAll;12711062
1600;Random(0-4000);bubbleSortAiversonAll;13575646
1600;AlmostSorted;bubbleSortAiversonAll;2558329
1600;ReversedSorted;bubbleSortAiversonAll;14900361
1700;Random(0-5);bubbleSortAiversonAll;14371495
1700;Random(0-4000);bubbleSortAiversonAll;15334825
1700;AlmostSorted;bubbleSortAiversonAll;3233012
1700;ReversedSorted;bubbleSortAiversonAll;16834357
1800;Random(0-5);bubbleSortAiversonAll;16180122
1800;Random(0-4000);bubbleSortAiversonAll;17249643
1800;AlmostSorted;bubbleSortAiversonAll;3279298
1800;ReversedSorted;bubbleSortAiversonAll;18860191
1900;Random(0-5);bubbleSortAiversonAll;18032611
1900;Random(0-4000);bubbleSortAiversonAll;19284891
1900;AlmostSorted;bubbleSortAiversonAll;3607729
1900;ReversedSorted;bubbleSortAiversonAll;21061317
2000;Random(0-5);bubbleSortAiversonAll;20016555
2000;Random(0-4000);bubbleSortAiversonAll;21336592
2000;AlmostSorted;bubbleSortAiversonAll;4803518
2000;ReversedSorted;bubbleSortAiversonAll;23723085
2100;Random(0-5);bubbleSortAiversonAll;24794018
2100;Random(0-4000);bubbleSortAiversonAll;27544053
2100;AlmostSorted;bubbleSortAiversonAll;6646906
2100;ReversedSorted;bubbleSortAiversonAll;24132969
2200;Random(0-5);bubbleSortAiversonAll;27262190
2200;Random(0-4000);bubbleSortAiversonAll;27086634
2200;AlmostSorted;bubbleSortAiversonAll;4837811
2200;ReversedSorted;bubbleSortAiversonAll;28161093
2300;Random(0-5);bubbleSortAiversonAll;26616311
2300;Random(0-4000);bubbleSortAiversonAll;28391483
2300;AlmostSorted;bubbleSortAiversonAll;4804855
2300;ReversedSorted;bubbleSortAiversonAll;30858639
2400;Random(0-5);bubbleSortAiversonAll;29054172
2400;Random(0-4000);bubbleSortAiversonAll;30992120
2400;AlmostSorted;bubbleSortAiversonAll;5289479
2400;ReversedSorted;bubbleSortAiversonAll;33331693
2500;Random(0-5);bubbleSortAiversonAll;31569874
2500;Random(0-4000);bubbleSortAiversonAll;33875567
2500;AlmostSorted;bubbleSortAiversonAll;5363577
2500;ReversedSorted;bubbleSortAiversonAll;36279347
2600;Random(0-5);bubbleSortAiversonAll;33913293
2600;Random(0-4000);bubbleSortAiversonAll;36325102
2600;AlmostSorted;bubbleSortAiversonAll;5598930
2600;ReversedSorted;bubbleSortAiversonAll;39822404
2700;Random(0-5);bubbleSortAiversonAll;42193674
2700;Random(0-4000);bubbleSortAiversonAll;39976236
2700;AlmostSorted;bubbleSortAiversonAll;6568723
2700;ReversedSorted;bubbleSortAiversonAll;47722257
2800;Random(0-5);bubbleSortAiversonAll;40132878
2800;Random(0-4000);bubbleSortAiversonAll;38790284
2800;AlmostSorted;bubbleSortAiversonAll;6800763
2800;ReversedSorted;bubbleSortAiversonAll;46013947
2900;Random(0-5);bubbleSortAiversonAll;50388015
2900;Random(0-4000);bubbleSortAiversonAll;45730046
2900;AlmostSorted;bubbleSortAiversonAll;6983794
2900;ReversedSorted;bubbleSortAiversonAll;50046318
3000;Random(0-5);bubbleSortAiversonAll;45594835
3000;Random(0-4000);bubbleSortAiversonAll;48453493
3000;AlmostSorted;bubbleSortAiversonAll;6887537
3000;ReversedSorted;bubbleSortAiversonAll;49054884
3100;Random(0-5);bubbleSortAiversonAll;47416339
3100;Random(0-4000);bubbleSortAiversonAll;50705822
3100;AlmostSorted;bubbleSortAiversonAll;6893785
3100;ReversedSorted;bubbleSortAiversonAll;52428671
3200;Random(0-5);bubbleSortAiversonAll;50564816
3200;Random(0-4000);bubbleSortAiversonAll;54075522
3200;AlmostSorted;bubbleSortAiversonAll;6999964
3200;ReversedSorted;bubbleSortAiversonAll;56118603
3300;Random(0-5);bubbleSortAiversonAll;53867426
3300;Random(0-4000);bubbleSortAiversonAll;57559322
3300;AlmostSorted;bubbleSortAiversonAll;7001994
3300;ReversedSorted;bubbleSortAiversonAll;61473269
3400;Random(0-5);bubbleSortAiversonAll;58318393
3400;Random(0-4000);bubbleSortAiversonAll;62832546
3400;AlmostSorted;bubbleSortAiversonAll;7037964
3400;ReversedSorted;bubbleSortAiversonAll;67199614
3500;Random(0-5);bubbleSortAiversonAll;62112994
3500;Random(0-4000);bubbleSortAiversonAll;66950429
3500;AlmostSorted;bubbleSortAiversonAll;7040062
3500;ReversedSorted;bubbleSortAiversonAll;71311082
3600;Random(0-5);bubbleSortAiversonAll;65881116
3600;Random(0-4000);bubbleSortAiversonAll;70737240
3600;AlmostSorted;bubbleSortAiversonAll;7472767
3600;ReversedSorted;bubbleSortAiversonAll;75387907
3700;Random(0-5);bubbleSortAiversonAll;69735749
3700;Random(0-4000);bubbleSortAiversonAll;74822561
3700;AlmostSorted;bubbleSortAiversonAll;8649680
3700;ReversedSorted;bubbleSortAiversonAll;79729037
3800;Random(0-5);bubbleSortAiversonAll;73505640
3800;Random(0-4000);bubbleSortAiversonAll;78993080
3800;AlmostSorted;bubbleSortAiversonAll;8753052
3800;ReversedSorted;bubbleSortAiversonAll;84463496
3900;Random(0-5);bubbleSortAiversonAll;77353676
3900;Random(0-4000);bubbleSortAiversonAll;83285395
3900;AlmostSorted;bubbleSortAiversonAll;10396592
3900;ReversedSorted;bubbleSortAiversonAll;88544277
4000;Random(0-5);bubbleSortAiversonAll;81479041
4000;Random(0-4000);bubbleSortAiversonAll;87657206
4000;AlmostSorted;bubbleSortAiversonAll;11077395
4000;ReversedSorted;bubbleSortAiversonAll;93265355
4100;Random(0-5);bubbleSortAiversonAll;83433675
4100;Random(0-4000);bubbleSortAiversonAll;89874799
4100;AlmostSorted;bubbleSortAiversonAll;32989827
4100;ReversedSorted;bubbleSortAiversonAll;97824410
50;Random(0-5);insertionSort;5851
50;Random(0-4000);insertionSort;7269
50;AlmostSorted;insertionSort;722
50;ReversedSorted;insertionSort;14243
100;Random(0-5);insertionSort;22183
100;Random(0-4000);insertionSort;26861
100;AlmostSorted;insertionSort;2245
100;ReversedSorted;insertionSort;57979
150;Random(0-5);insertionSort;49884
150;Random(0-4000);insertionSort;61223
150;AlmostSorted;insertionSort;4002
150;ReversedSorted;insertionSort;130586
200;Random(0-5);insertionSort;93988
200;Random(0-4000);insertionSort;114096
200;AlmostSorted;insertionSort;6348
200;ReversedSorted;insertionSort;229876
250;Random(0-5);insertionSort;159031
250;Random(0-4000);insertionSort;188984
250;AlmostSorted;insertionSort;8979
250;ReversedSorted;insertionSort;358326
300;Random(0-5);insertionSort;227010
300;Random(0-4000);insertionSort;269508
300;AlmostSorted;insertionSort;12048
300;ReversedSorted;insertionSort;532612
400;Random(0-5);insertionSort;395298
400;Random(0-4000);insertionSort;472055
400;AlmostSorted;insertionSort;27105
400;ReversedSorted;insertionSort;935769
500;Random(0-5);insertionSort;614052
500;Random(0-4000);insertionSort;729261
500;AlmostSorted;insertionSort;40045
500;ReversedSorted;insertionSort;1463152
600;Random(0-5);insertionSort;885112
600;Random(0-4000);insertionSort;1048451
600;AlmostSorted;insertionSort;49905
600;ReversedSorted;insertionSort;2084300
700;Random(0-5);insertionSort;1213554
700;Random(0-4000);insertionSort;1438064
700;AlmostSorted;insertionSort;54246
700;ReversedSorted;insertionSort;2843044
800;Random(0-5);insertionSort;1563145
800;Random(0-4000);insertionSort;1874902
800;AlmostSorted;insertionSort;79717
800;ReversedSorted;insertionSort;3698700
900;Random(0-5);insertionSort;1971576
900;Random(0-4000);insertionSort;2360424
900;AlmostSorted;insertionSort;98579
900;ReversedSorted;insertionSort;4720403
1000;Random(0-5);insertionSort;2477816
1000;Random(0-4000);insertionSort;2885824
1000;AlmostSorted;insertionSort;104887
1000;ReversedSorted;insertionSort;5803021
1100;Random(0-5);insertionSort;2905628
1100;Random(0-4000);insertionSort;3521137
1100;AlmostSorted;insertionSort;106207
1100;ReversedSorted;insertionSort;7020709
1200;Random(0-5);insertionSort;3452875
1200;Random(0-4000);insertionSort;4154807
1200;AlmostSorted;insertionSort;110639
1200;ReversedSorted;insertionSort;8345324
1300;Random(0-5);insertionSort;4065516
1300;Random(0-4000);insertionSort;4938033
1300;AlmostSorted;insertionSort;116427
1300;ReversedSorted;insertionSort;9777880
1400;Random(0-5);insertionSort;4820818
1400;Random(0-4000);insertionSort;5786421
1400;AlmostSorted;insertionSort;125810
1400;ReversedSorted;insertionSort;11368934
1500;Random(0-5);insertionSort;5519363
1500;Random(0-4000);insertionSort;6201355
1500;AlmostSorted;insertionSort;127904
1500;ReversedSorted;insertionSort;13863686
1600;Random(0-5);insertionSort;6214234
1600;Random(0-4000);insertionSort;7452005
1600;AlmostSorted;insertionSort;152999
1600;ReversedSorted;insertionSort;14775436
1700;Random(0-5);insertionSort;6941081
1700;Random(0-4000);insertionSort;8337347
1700;AlmostSorted;insertionSort;177708
1700;ReversedSorted;insertionSort;16784480
1800;Random(0-5);insertionSort;7729395
1800;Random(0-4000);insertionSort;9331479
1800;AlmostSorted;insertionSort;183545
1800;ReversedSorted;insertionSort;18829441
1900;Random(0-5);insertionSort;8747952
1900;Random(0-4000);insertionSort;10498427
1900;AlmostSorted;insertionSort;211412
1900;ReversedSorted;insertionSort;21019221
2000;Random(0-5);insertionSort;9695511
2000;Random(0-4000);insertionSort;11626857
2000;AlmostSorted;insertionSort;235125
2000;ReversedSorted;insertionSort;23189273
2100;Random(0-5);insertionSort;10880471
2100;Random(0-4000);insertionSort;12978808
2100;AlmostSorted;insertionSort;234604
2100;ReversedSorted;insertionSort;25526254
2200;Random(0-5);insertionSort;11767144
2200;Random(0-4000);insertionSort;14089924
2200;AlmostSorted;insertionSort;242457
2200;ReversedSorted;insertionSort;28024347
2300;Random(0-5);insertionSort;13044027
2300;Random(0-4000);insertionSort;15584668
2300;AlmostSorted;insertionSort;246266
2300;ReversedSorted;insertionSort;30548206
2400;Random(0-5);insertionSort;14247284
2400;Random(0-4000);insertionSort;16990093
2400;AlmostSorted;insertionSort;261215
2400;ReversedSorted;insertionSort;33252682
2500;Random(0-5);insertionSort;15292204
2500;Random(0-4000);insertionSort;18261497
2500;AlmostSorted;insertionSort;272995
2500;ReversedSorted;insertionSort;36054924
2600;Random(0-5);insertionSort;16432663
2600;Random(0-4000);insertionSort;19665939
2600;AlmostSorted;insertionSort;297676
2600;ReversedSorted;insertionSort;39065178
2700;Random(0-5);insertionSort;17687746
2700;Random(0-4000);insertionSort;21327981
2700;AlmostSorted;insertionSort;328931
2700;ReversedSorted;insertionSort;42268529
2800;Random(0-5);insertionSort;18994967
2800;Random(0-4000);insertionSort;21913984
2800;AlmostSorted;insertionSort;320464
2800;ReversedSorted;insertionSort;42662029
2900;Random(0-5);insertionSort;19332688
2900;Random(0-4000);insertionSort;23161153
2900;AlmostSorted;insertionSort;330902
2900;ReversedSorted;insertionSort;45728500
3000;Random(0-5);insertionSort;20731542
3000;Random(0-4000);insertionSort;24835766
3000;AlmostSorted;insertionSort;341517
3000;ReversedSorted;insertionSort;48884962
3100;Random(0-5);insertionSort;21981801
3100;Random(0-4000);insertionSort;26373792
3100;AlmostSorted;insertionSort;344195
3100;ReversedSorted;insertionSort;52144765
3200;Random(0-5);insertionSort;23282468
3200;Random(0-4000);insertionSort;27942879
3200;AlmostSorted;insertionSort;350630
3200;ReversedSorted;insertionSort;55587733
3300;Random(0-5);insertionSort;24805972
3300;Random(0-4000);insertionSort;29732305
3300;AlmostSorted;insertionSort;356305
3300;ReversedSorted;insertionSort;59119435
3400;Random(0-5);insertionSort;26556713
3400;Random(0-4000);insertionSort;31712499
3400;AlmostSorted;insertionSort;369633
3400;ReversedSorted;insertionSort;62786026
3500;Random(0-5);insertionSort;28243832
3500;Random(0-4000);insertionSort;33757491
3500;AlmostSorted;insertionSort;384759
3500;ReversedSorted;insertionSort;66572093
3600;Random(0-5);insertionSort;29850657
3600;Random(0-4000);insertionSort;35661735
3600;AlmostSorted;insertionSort;399768
3600;ReversedSorted;insertionSort;70509510
3700;Random(0-5);insertionSort;31585842
3700;Random(0-4000);insertionSort;37812331
3700;AlmostSorted;insertionSort;427998
3700;ReversedSorted;insertionSort;74397086
3800;Random(0-5);insertionSort;34235376
3800;Random(0-4000);insertionSort;42499452
3800;AlmostSorted;insertionSort;475624
3800;ReversedSorted;insertionSort;82713804
3900;Random(0-5);insertionSort;37297951
3900;Random(0-4000);insertionSort;44720275
3900;AlmostSorted;insertionSort;493854
3900;ReversedSorted;insertionSort;88020897
4000;Random(0-5);insertionSort;39277324
4000;Random(0-4000);insertionSort;46961362
4000;AlmostSorted;insertionSort;521047
4000;ReversedSorted;insertionSort;91392746
4100;Random(0-5);insertionSort;38799719
4100;Random(0-4000);insertionSort;46151221
4100;AlmostSorted;insertionSort;4826093
4100;ReversedSorted;insertionSort;93353479
50;Random(0-5);binaryInsertionSort;7821
50;Random(0-4000);binaryInsertionSort;6813
50;AlmostSorted;binaryInsertionSort;1241
50;ReversedSorted;binaryInsertionSort;12463
100;Random(0-5);binaryInsertionSort;27873
100;Random(0-4000);binaryInsertionSort;24118
100;AlmostSorted;binaryInsertionSort;3412
100;ReversedSorted;binaryInsertionSort;47705
150;Random(0-5);binaryInsertionSort;64382
150;Random(0-4000);binaryInsertionSort;53725
150;AlmostSorted;binaryInsertionSort;5447
150;ReversedSorted;binaryInsertionSort;109726
200;Random(0-5);binaryInsertionSort;113464
200;Random(0-4000);binaryInsertionSort;97923
200;AlmostSorted;binaryInsertionSort;8139
200;ReversedSorted;binaryInsertionSort;190383
250;Random(0-5);binaryInsertionSort;192951
250;Random(0-4000);binaryInsertionSort;162335
250;AlmostSorted;binaryInsertionSort;12243
250;ReversedSorted;binaryInsertionSort;295402
300;Random(0-5);binaryInsertionSort;264581
300;Random(0-4000);binaryInsertionSort;227843
300;AlmostSorted;binaryInsertionSort;15355
300;ReversedSorted;binaryInsertionSort;433725
400;Random(0-5);binaryInsertionSort;468364
400;Random(0-4000);binaryInsertionSort;400324
400;AlmostSorted;binaryInsertionSort;28639
400;ReversedSorted;binaryInsertionSort;758687
500;Random(0-5);binaryInsertionSort;717923
500;Random(0-4000);binaryInsertionSort;625802
500;AlmostSorted;binaryInsertionSort;41173
500;ReversedSorted;binaryInsertionSort;1174457
600;Random(0-5);binaryInsertionSort;1018410
600;Random(0-4000);binaryInsertionSort;886941
600;AlmostSorted;binaryInsertionSort;52728
600;ReversedSorted;binaryInsertionSort;1688969
700;Random(0-5);binaryInsertionSort;1384472
700;Random(0-4000);binaryInsertionSort;1201024
700;AlmostSorted;binaryInsertionSort;57482
700;ReversedSorted;binaryInsertionSort;2304188
800;Random(0-5);binaryInsertionSort;1792221
800;Random(0-4000);binaryInsertionSort;1544276
800;AlmostSorted;binaryInsertionSort;78693
800;ReversedSorted;binaryInsertionSort;2984410
900;Random(0-5);binaryInsertionSort;2198597
900;Random(0-4000);binaryInsertionSort;1923034
900;AlmostSorted;binaryInsertionSort;98716
900;ReversedSorted;binaryInsertionSort;3736124
1000;Random(0-5);binaryInsertionSort;2732477
1000;Random(0-4000);binaryInsertionSort;2358551
1000;AlmostSorted;binaryInsertionSort;107581
1000;ReversedSorted;binaryInsertionSort;4666199
1100;Random(0-5);binaryInsertionSort;3273123
1100;Random(0-4000);binaryInsertionSort;2835389
1100;AlmostSorted;binaryInsertionSort;115117
1100;ReversedSorted;binaryInsertionSort;5600161
1200;Random(0-5);binaryInsertionSort;3918032
1200;Random(0-4000);binaryInsertionSort;3397954
1200;AlmostSorted;binaryInsertionSort;117047
1200;ReversedSorted;binaryInsertionSort;6623944
1300;Random(0-5);binaryInsertionSort;4589529
1300;Random(0-4000);binaryInsertionSort;3947212
1300;AlmostSorted;binaryInsertionSort;123119
1300;ReversedSorted;binaryInsertionSort;7836942
1400;Random(0-5);binaryInsertionSort;5373315
1400;Random(0-4000);binaryInsertionSort;4669920
1400;AlmostSorted;binaryInsertionSort;137207
1400;ReversedSorted;binaryInsertionSort;9018423
1500;Random(0-5);binaryInsertionSort;6128140
1500;Random(0-4000);binaryInsertionSort;5326942
1500;AlmostSorted;binaryInsertionSort;143492
1500;ReversedSorted;binaryInsertionSort;10394674
1600;Random(0-5);binaryInsertionSort;6972548
1600;Random(0-4000);binaryInsertionSort;6062592
1600;AlmostSorted;binaryInsertionSort;163211
1600;ReversedSorted;binaryInsertionSort;11851725
1700;Random(0-5);binaryInsertionSort;7772936
1700;Random(0-4000);binaryInsertionSort;6705219
1700;AlmostSorted;binaryInsertionSort;179503
1700;ReversedSorted;binaryInsertionSort;13275473
1800;Random(0-5);binaryInsertionSort;8728300
1800;Random(0-4000);binaryInsertionSort;7550548
1800;AlmostSorted;binaryInsertionSort;188830
1800;ReversedSorted;binaryInsertionSort;14929997
1900;Random(0-5);binaryInsertionSort;9788258
1900;Random(0-4000);binaryInsertionSort;8407222
1900;AlmostSorted;binaryInsertionSort;208024
1900;ReversedSorted;binaryInsertionSort;16388561
2000;Random(0-5);binaryInsertionSort;10868815
2000;Random(0-4000);binaryInsertionSort;9377484
2000;AlmostSorted;binaryInsertionSort;246239
2000;ReversedSorted;binaryInsertionSort;18482996
2100;Random(0-5);binaryInsertionSort;12061202
2100;Random(0-4000);binaryInsertionSort;10473500
2100;AlmostSorted;binaryInsertionSort;245141
2100;ReversedSorted;binaryInsertionSort;20353591
2200;Random(0-5);binaryInsertionSort;16440770
2200;Random(0-4000);binaryInsertionSort;11360097
2200;AlmostSorted;binaryInsertionSort;250199
2200;ReversedSorted;binaryInsertionSort;22587798
2300;Random(0-5);binaryInsertionSort;14549316
2300;Random(0-4000);binaryInsertionSort;12518293
2300;AlmostSorted;binaryInsertionSort;259919
2300;ReversedSorted;binaryInsertionSort;24414873
2400;Random(0-5);binaryInsertionSort;15753467
2400;Random(0-4000);binaryInsertionSort;13721859
2400;AlmostSorted;binaryInsertionSort;280376
2400;ReversedSorted;binaryInsertionSort;26549858
2500;Random(0-5);binaryInsertionSort;17006860
2500;Random(0-4000);binaryInsertionSort;14795918
2500;AlmostSorted;binaryInsertionSort;286216
2500;ReversedSorted;binaryInsertionSort;28679947
2600;Random(0-5);binaryInsertionSort;18357619
2600;Random(0-4000);binaryInsertionSort;15901861
2600;AlmostSorted;binaryInsertionSort;320246
2600;ReversedSorted;binaryInsertionSort;31056462
2700;Random(0-5);binaryInsertionSort;19775179
2700;Random(0-4000);binaryInsertionSort;17087789
2700;AlmostSorted;binaryInsertionSort;328557
2700;ReversedSorted;binaryInsertionSort;33696387
2800;Random(0-5);binaryInsertionSort;21211763
2800;Random(0-4000);binaryInsertionSort;18258011
2800;AlmostSorted;binaryInsertionSort;356703
2800;ReversedSorted;binaryInsertionSort;35983351
2900;Random(0-5);binaryInsertionSort;22893040
2900;Random(0-4000);binaryInsertionSort;19818735
2900;AlmostSorted;binaryInsertionSort;363605
2900;ReversedSorted;binaryInsertionSort;38750355
3000;Random(0-5);binaryInsertionSort;24579410
3000;Random(0-4000);binaryInsertionSort;21228636
3000;AlmostSorted;binaryInsertionSort;370352
3000;ReversedSorted;binaryInsertionSort;41351503
3100;Random(0-5);binaryInsertionSort;26079171
3100;Random(0-4000);binaryInsertionSort;22547836
3100;AlmostSorted;binaryInsertionSort;374930
3100;ReversedSorted;binaryInsertionSort;44199839
3200;Random(0-5);binaryInsertionSort;27879559
3200;Random(0-4000);binaryInsertionSort;22776264
3200;AlmostSorted;binaryInsertionSort;344260
3200;ReversedSorted;binaryInsertionSort;41188727
3300;Random(0-5);binaryInsertionSort;25833629
3300;Random(0-4000);binaryInsertionSort;22314987
3300;AlmostSorted;binaryInsertionSort;352178
3300;ReversedSorted;binaryInsertionSort;43844616
3400;Random(0-5);binaryInsertionSort;27583593
3400;Random(0-4000);binaryInsertionSort;27132306
3400;AlmostSorted;binaryInsertionSort;404477
3400;ReversedSorted;binaryInsertionSort;46755526
3500;Random(0-5);binaryInsertionSort;29347423
3500;Random(0-4000);binaryInsertionSort;25294040
3500;AlmostSorted;binaryInsertionSort;378539
3500;ReversedSorted;binaryInsertionSort;49251279
3600;Random(0-5);binaryInsertionSort;30903592
3600;Random(0-4000);binaryInsertionSort;26706295
3600;AlmostSorted;binaryInsertionSort;389877
3600;ReversedSorted;binaryInsertionSort;52102034
3700;Random(0-5);binaryInsertionSort;32664572
3700;Random(0-4000);binaryInsertionSort;30657802
3700;AlmostSorted;binaryInsertionSort;471508
3700;ReversedSorted;binaryInsertionSort;63132927
3800;Random(0-5);binaryInsertionSort;39380242
3800;Random(0-4000);binaryInsertionSort;33979529
3800;AlmostSorted;binaryInsertionSort;487908
3800;ReversedSorted;binaryInsertionSort;66335413
3900;Random(0-5);binaryInsertionSort;41398935
3900;Random(0-4000);binaryInsertionSort;35737499
3900;AlmostSorted;binaryInsertionSort;499575
3900;ReversedSorted;binaryInsertionSort;69918672
4000;Random(0-5);binaryInsertionSort;43496821
4000;Random(0-4000);binaryInsertionSort;37680059
4000;AlmostSorted;binaryInsertionSort;533811
4000;ReversedSorted;binaryInsertionSort;73414732
4100;Random(0-5);binaryInsertionSort;45629664
4100;Random(0-4000);binaryInsertionSort;39332061
4100;AlmostSorted;binaryInsertionSort;4240488
4100;ReversedSorted;binaryInsertionSort;68571272
50;Random(0-5);stableCountingSort;23430
50;Random(0-4000);stableCountingSort;23370
50;AlmostSorted;stableCountingSort;23382
50;ReversedSorted;stableCountingSort;23666
100;Random(0-5);stableCountingSort;24209
