datasetSize;arrayType;sortType;time
100;Random(0-4000);stableCountingSort;24094
100;AlmostSorted;stableCountingSort;24486
100;ReversedSorted;stableCountingSort;24219
150;Random(0-5);stableCountingSort;24866
150;Random(0-4000);stableCountingSort;24907
150;AlmostSorted;stableCountingSort;25053
150;ReversedSorted;stableCountingSort;24737
200;Random(0-5);stableCountingSort;25752
200;Random(0-4000);stableCountingSort;25478
200;AlmostSorted;stableCountingSort;25635
200;ReversedSorted;stableCountingSort;25380
250;Random(0-5);stableCountingSort;26287
250;Random(0-4000);stableCountingSort;26801
250;AlmostSorted;stableCountingSort;26083
250;ReversedSorted;stableCountingSort;26340
300;Random(0-5);stableCountingSort;26833
300;Random(0-4000);stableCountingSort;26813
300;AlmostSorted;stableCountingSort;27669
300;ReversedSorted;stableCountingSort;26830
400;Random(0-5);stableCountingSort;28230
400;Random(0-4000);stableCountingSort;28406
400;AlmostSorted;stableCountingSort;28487
400;ReversedSorted;stableCountingSort;28353
500;Random(0-5);stableCountingSort;29742
500;Random(0-4000);stableCountingSort;29799
500;AlmostSorted;stableCountingSort;29750
500;ReversedSorted;stableCountingSort;30054
600;Random(0-5);stableCountingSort;30969
600;Random(0-4000);stableCountingSort;31382
600;AlmostSorted;stableCountingSort;31904
600;ReversedSorted;stableCountingSort;31244
700;Random(0-5);stableCountingSort;32326
700;Random(0-4000);stableCountingSort;32211
700;AlmostSorted;stableCountingSort;33451
700;ReversedSorted;stableCountingSort;32381
800;Random(0-5);stableCountingSort;33818
800;Random(0-4000);stableCountingSort;33688
800;AlmostSorted;stableCountingSort;33892
800;ReversedSorted;stableCountingSort;33587
900;Random(0-5);stableCountingSort;35501
900;Random(0-4000);stableCountingSort;35072
900;AlmostSorted;stableCountingSort;35406
900;ReversedSorted;stableCountingSort;35231
1000;Random(0-5);stableCountingSort;36401
1000;Random(0-4000);stableCountingSort;36501
1000;AlmostSorted;stableCountingSort;36856
1000;ReversedSorted;stableCountingSort;36606
1100;Random(0-5);stableCountingSort;37437
1100;Random(0-4000);stableCountingSort;37761
1100;AlmostSorted;stableCountingSort;38381
1100;ReversedSorted;stableCountingSort;37817
1200;Random(0-5);stableCountingSort;39175
1200;Random(0-4000);stableCountingSort;38831
1200;AlmostSorted;stableCountingSort;39620
1200;ReversedSorted;stableCountingSort;39182
1300;Random(0-5);stableCountingSort;40530
1300;Random(0-4000);stableCountingSort;40507
1300;AlmostSorted;stableCountingSort;41824
1300;ReversedSorted;stableCountingSort;40471
1400;Random(0-5);stableCountingSort;42254
1400;Random(0-4000);stableCountingSort;41985
1400;AlmostSorted;stableCountingSort;42190
1400;ReversedSorted;stableCountingSort;41836
1500;Random(0-5);stableCountingSort;43329
1500;Random(0-4000);stableCountingSort;43155
1500;AlmostSorted;stableCountingSort;44499
1500;ReversedSorted;stableCountingSort;43232
1600;Random(0-5);stableCountingSort;44610
1600;Random(0-4000);stableCountingSort;44542
1600;AlmostSorted;stableCountingSort;44659
1600;ReversedSorted;stableCountingSort;44742
1700;Random(0-5);stableCountingSort;46074
1700;Random(0-4000);stableCountingSort;46068
1700;AlmostSorted;stableCountingSort;46084
1700;ReversedSorted;stableCountingSort;46029
1800;Random(0-5);stableCountingSort;47223
1800;Random(0-4000);stableCountingSort;47488
1800;AlmostSorted;stableCountingSort;47949
1800;ReversedSorted;stableCountingSort;47178
1900;Random(0-5);stableCountingSort;48549
1900;Random(0-4000);stableCountingSort;48668
1900;AlmostSorted;stableCountingSort;48733
1900;ReversedSorted;stableCountingSort;49136
2000;Random(0-5);stableCountingSort;49995
2000;Random(0-4000);stableCountingSort;50338
2000;AlmostSorted;stableCountingSort;50333
2000;ReversedSorted;stableCountingSort;50330
2100;Random(0-5);stableCountingSort;51726
2100;Random(0-4000);stableCountingSort;51794
2100;AlmostSorted;stableCountingSort;52853
2100;ReversedSorted;stableCountingSort;51783
2200;Random(0-5);stableCountingSort;53491
2200;Random(0-4000);stableCountingSort;53359
2200;AlmostSorted;stableCountingSort;53669
2200;ReversedSorted;stableCountingSort;53198
2300;Random(0-5);stableCountingSort;54628
2300;Random(0-4000);stableCountingSort;54809
2300;AlmostSorted;stableCountingSort;57647
2300;ReversedSorted;stableCountingSort;54214
2400;Random(0-5);stableCountingSort;55614
2400;Random(0-4000);stableCountingSort;55744
2400;AlmostSorted;stableCountingSort;55840
2400;ReversedSorted;stableCountingSort;56015
2500;Random(0-5);stableCountingSort;56969
2500;Random(0-4000);stableCountingSort;57079
2500;AlmostSorted;stableCountingSort;59273
2500;ReversedSorted;stableCountingSort;56855
2600;Random(0-5);stableCountingSort;58699
2600;Random(0-4000);stableCountingSort;58254
2600;AlmostSorted;stableCountingSort;59415
2600;ReversedSorted;stableCountingSort;58331
2700;Random(0-5);stableCountingSort;59638
2700;Random(0-4000);stableCountingSort;59845
2700;AlmostSorted;stableCountingSort;60718
2700;ReversedSorted;stableCountingSort;59663
2800;Random(0-5);stableCountingSort;61036
2800;Random(0-4000);stableCountingSort;61259
2800;AlmostSorted;stableCountingSort;64685
2800;ReversedSorted;stableCountingSort;61237
2900;Random(0-5);stableCountingSort;62303
2900;Random(0-4000);stableCountingSort;62705
2900;AlmostSorted;stableCountingSort;64185
2900;ReversedSorted;stableCountingSort;62526
3000;Random(0-5);stableCountingSort;63566
3000;Random(0-4000);stableCountingSort;63856
3000;AlmostSorted;stableCountingSort;64535
3000;ReversedSorted;stableCountingSort;63556
3100;Random(0-5);stableCountingSort;65029
3100;Random(0-4000);stableCountingSort;65232
3100;AlmostSorted;stableCountingSort;66612
3100;ReversedSorted;stableCountingSort;65425
3200;Random(0-5);stableCountingSort;66449
3200;Random(0-4000);stableCountingSort;67154
3200;AlmostSorted;stableCountingSort;68004
3200;ReversedSorted;stableCountingSort;66544
3300;Random(0-5);stableCountingSort;67913
3300;Random(0-4000);stableCountingSort;68290
3300;AlmostSorted;stableCountingSort;68908
3300;ReversedSorted;stableCountingSort;67976
3400;Random(0-5);stableCountingSort;69292
3400;Random(0-4000);stableCountingSort;71767
3400;AlmostSorted;stableCountingSort;74125
3400;ReversedSorted;stableCountingSort;69189
3500;Random(0-5);stableCountingSort;70763
3500;Random(0-4000);stableCountingSort;70783
3500;AlmostSorted;stableCountingSort;72766
3500;ReversedSorted;stableCountingSort;70584
3600;Random(0-5);stableCountingSort;72382
3600;Random(0-4000);stableCountingSort;71895
3600;AlmostSorted;stableCountingSort;74149
3600;ReversedSorted;stableCountingSort;71864
3700;Random(0-5);stableCountingSort;74046
3700;Random(0-4000);stableCountingSort;73853
3700;AlmostSorted;stableCountingSort;77557
3700;ReversedSorted;stableCountingSort;73421
3800;Random(0-5);stableCountingSort;75212
3800;Random(0-4000);stableCountingSort;75148
3800;AlmostSorted;stableCountingSort;76903
3800;ReversedSorted;stableCountingSort;75202
3900;Random(0-5);stableCountingSort;76389
3900;Random(0-4000);stableCountingSort;76551
3900;AlmostSorted;stableCountingSort;77674
3900;ReversedSorted;stableCountingSort;76367
4000;Random(0-5);stableCountingSort;77701
4000;Random(0-4000);stableCountingSort;78243
4000;AlmostSorted;stableCountingSort;79452
4000;ReversedSorted;stableCountingSort;77778
4100;Random(0-5);stableCountingSort;79363
4100;Random(0-4000);stableCountingSort;79403
4100;AlmostSorted;stableCountingSort;86147
4100;ReversedSorted;stableCountingSort;79718
50;Random(0-5);radixSort;10403
50;Random(0-4000);radixSort;10393
50;AlmostSorted;radixSort;10442
50;ReversedSorted;radixSort;10507
100;Random(0-5);radixSort;13264
100;Random(0-4000);radixSort;13254
100;AlmostSorted;radixSort;13372
100;ReversedSorted;radixSort;13273
150;Random(0-5);radixSort;16065
150;Random(0-4000);radixSort;16153
150;AlmostSorted;radixSort;16020
150;ReversedSorted;radixSort;16189
200;Random(0-5);radixSort;18944
200;Random(0-4000);radixSort;19035
200;AlmostSorted;radixSort;19273
200;ReversedSorted;radixSort;18911
250;Random(0-5);radixSort;22006
250;Random(0-4000);radixSort;22624
250;AlmostSorted;radixSort;21609
250;ReversedSorted;radixSort;22122
300;Random(0-5);radixSort;26366
300;Random(0-4000);radixSort;24661
300;AlmostSorted;radixSort;25241
300;ReversedSorted;radixSort;25065
400;Random(0-5);radixSort;30185
400;Random(0-4000);radixSort;30883
400;AlmostSorted;radixSort;30378
400;ReversedSorted;radixSort;30218
500;Random(0-5);radixSort;35793
500;Random(0-4000);radixSort;36152
500;AlmostSorted;radixSort;35912
500;ReversedSorted;radixSort;36115
600;Random(0-5);radixSort;41552
600;Random(0-4000);radixSort;41383
600;AlmostSorted;radixSort;41510
600;ReversedSorted;radixSort;41518
700;Random(0-5);radixSort;49289
700;Random(0-4000);radixSort;48758
700;AlmostSorted;radixSort;47629
700;ReversedSorted;radixSort;47143
800;Random(0-5);radixSort;52972
800;Random(0-4000);radixSort;54278
800;AlmostSorted;radixSort;52776
800;ReversedSorted;radixSort;52805
900;Random(0-5);radixSort;59348
900;Random(0-4000);radixSort;60223
900;AlmostSorted;radixSort;58513
900;ReversedSorted;radixSort;59840
1000;Random(0-5);radixSort;63991
1000;Random(0-4000);radixSort;64232
1000;AlmostSorted;radixSort;63990
1000;ReversedSorted;radixSort;64182
1100;Random(0-5);radixSort;69642
1100;Random(0-4000);radixSort;69805
1100;AlmostSorted;radixSort;69631
1100;ReversedSorted;radixSort;69798
1200;Random(0-5);radixSort;76349
1200;Random(0-4000);radixSort;75137
1200;AlmostSorted;radixSort;75537
1200;ReversedSorted;radixSort;75430
1300;Random(0-5);radixSort;80914
1300;Random(0-4000);radixSort;81149
1300;AlmostSorted;radixSort;83417
1300;ReversedSorted;radixSort;80753
1400;Random(0-5);radixSort;88359
1400;Random(0-4000);radixSort;86615
1400;AlmostSorted;radixSort;86813
1400;ReversedSorted;radixSort;86608
1500;Random(0-5);radixSort;92301
1500;Random(0-4000);radixSort;92376
1500;AlmostSorted;radixSort;92574
1500;ReversedSorted;radixSort;92570
1600;Random(0-5);radixSort;98384
1600;Random(0-4000);radixSort;98165
1600;AlmostSorted;radixSort;99563
1600;ReversedSorted;radixSort;98041
1700;Random(0-5);radixSort;103616
1700;Random(0-4000);radixSort;103959
1700;AlmostSorted;radixSort;103561
1700;ReversedSorted;radixSort;104632
1800;Random(0-5);radixSort;110340
1800;Random(0-4000);radixSort;109403
1800;AlmostSorted;radixSort;109393
1800;ReversedSorted;radixSort;109110
1900;Random(0-5);radixSort;115163
1900;Random(0-4000);radixSort;115007
1900;AlmostSorted;radixSort;114643
1900;ReversedSorted;radixSort;114828
2000;Random(0-5);radixSort;120083
2000;Random(0-4000);radixSort;122037
2000;AlmostSorted;radixSort;120751
2000;ReversedSorted;radixSort;120400
2100;Random(0-5);radixSort;126088
2100;Random(0-4000);radixSort;126222
2100;AlmostSorted;radixSort;126309
2100;ReversedSorted;radixSort;126370
2200;Random(0-5);radixSort;131775
2200;Random(0-4000);radixSort;131828
2200;AlmostSorted;radixSort;132554
2200;ReversedSorted;radixSort;134153
2300;Random(0-5);radixSort;137039
2300;Random(0-4000);radixSort;137861
2300;AlmostSorted;radixSort;137695
2300;ReversedSorted;radixSort;137471
2400;Random(0-5);radixSort;142762
2400;Random(0-4000);radixSort;142939
2400;AlmostSorted;radixSort;143133
2400;ReversedSorted;radixSort;144567
2500;Random(0-5);radixSort;148110
2500;Random(0-4000);radixSort;148367
2500;AlmostSorted;radixSort;149047
2500;ReversedSorted;radixSort;148982
2600;Random(0-5);radixSort;155005
2600;Random(0-4000);radixSort;154093
2600;AlmostSorted;radixSort;154536
2600;ReversedSorted;radixSort;154516
2700;Random(0-5);radixSort;160034
2700;Random(0-4000);radixSort;160400
2700;AlmostSorted;radixSort;160462
2700;ReversedSorted;radixSort;159714
2800;Random(0-5);radixSort;165499
2800;Random(0-4000);radixSort;166733
2800;AlmostSorted;radixSort;166500
2800;ReversedSorted;radixSort;165926
2900;Random(0-5);radixSort;171933
2900;Random(0-4000);radixSort;171481
2900;AlmostSorted;radixSort;171684
2900;ReversedSorted;radixSort;172574
3000;Random(0-5);radixSort;177672
3000;Random(0-4000);radixSort;176811
3000;AlmostSorted;radixSort;178362
3000;ReversedSorted;radixSort;176538
3100;Random(0-5);radixSort;182587
3100;Random(0-4000);radixSort;182657
3100;AlmostSorted;radixSort;182590
3100;ReversedSorted;radixSort;184921
3200;Random(0-5);radixSort;189761
3200;Random(0-4000);radixSort;188240
3200;AlmostSorted;radixSort;189323
3200;ReversedSorted;radixSort;188617
3300;Random(0-5);radixSort;194620
3300;Random(0-4000);radixSort;194685
3300;AlmostSorted;radixSort;194463
3300;ReversedSorted;radixSort;194416
3400;Random(0-5);radixSort;199708
3400;Random(0-4000);radixSort;201152
3400;AlmostSorted;radixSort;199690
3400;ReversedSorted;radixSort;199760
3500;Random(0-5);radixSort;204779
3500;Random(0-4000);radixSort;205048
3500;AlmostSorted;radixSort;205126
3500;ReversedSorted;radixSort;205296
3600;Random(0-5);radixSort;210329
3600;Random(0-4000);radixSort;211111
3600;AlmostSorted;radixSort;210411
3600;ReversedSorted;radixSort;210939
3700;Random(0-5);radixSort;216554
3700;Random(0-4000);radixSort;217388
3700;AlmostSorted;radixSort;216770
3700;ReversedSorted;radixSort;216927
3800;Random(0-5);radixSort;222083
3800;Random(0-4000);radixSort;222260
3800;AlmostSorted;radixSort;222836
3800;ReversedSorted;radixSort;221802
3900;Random(0-5);radixSort;228087
3900;Random(0-4000);radixSort;227261
3900;AlmostSorted;radixSort;227855
3900;ReversedSorted;radixSort;227741
4000;Random(0-5);radixSort;234007
4000;Random(0-4000);radixSort;233556
4000;AlmostSorted;radixSort;233260
4000;ReversedSorted;radixSort;235739
4100;Random(0-5);radixSort;239535
4100;Random(0-4000);radixSort;238718
4100;AlmostSorted;radixSort;238551
4100;ReversedSorted;radixSort;239494
50;Random(0-5);mergeSort;3229
50;Random(0-4000);mergeSort;3247
50;AlmostSorted;mergeSort;3526
50;ReversedSorted;mergeSort;3388
100;Random(0-5);mergeSort;7521
100;Random(0-4000);mergeSort;7804
100;AlmostSorted;mergeSort;7060
100;ReversedSorted;mergeSort;6757
150;Random(0-5);mergeSort;11858
150;Random(0-4000);mergeSort;12167
150;AlmostSorted;mergeSort;10839
150;ReversedSorted;mergeSort;10500
200;Random(0-5);mergeSort;17266
200;Random(0-4000);mergeSort;18064
200;AlmostSorted;mergeSort;15961
200;ReversedSorted;mergeSort;15002
250;Random(0-5);mergeSort;22234
250;Random(0-4000);mergeSort;23325
250;AlmostSorted;mergeSort;20429
250;ReversedSorted;mergeSort;18612
300;Random(0-5);mergeSort;27685
300;Random(0-4000);mergeSort;29198
300;AlmostSorted;mergeSort;25085
300;ReversedSorted;mergeSort;24165
400;Random(0-5);mergeSort;38162
400;Random(0-4000);mergeSort;44608
400;AlmostSorted;mergeSort;35143
400;ReversedSorted;mergeSort;32437
500;Random(0-5);mergeSort;51908
500;Random(0-4000);mergeSort;58638
500;AlmostSorted;mergeSort;45079
500;ReversedSorted;mergeSort;41441
600;Random(0-5);mergeSort;65438
600;Random(0-4000);mergeSort;76080
600;AlmostSorted;mergeSort;55278
600;ReversedSorted;mergeSort;51687
700;Random(0-5);mergeSort;77950
700;Random(0-4000);mergeSort;94579
700;AlmostSorted;mergeSort;66381
700;ReversedSorted;mergeSort;60724
800;Random(0-5);mergeSort;89469
800;Random(0-4000);mergeSort;111741
800;AlmostSorted;mergeSort;76266
800;ReversedSorted;mergeSort;71470
900;Random(0-5);mergeSort;102242
900;Random(0-4000);mergeSort;127701
900;AlmostSorted;mergeSort;86264
900;ReversedSorted;mergeSort;81153
1000;Random(0-5);mergeSort;118311
1000;Random(0-4000);mergeSort;145998
1000;AlmostSorted;mergeSort;97956
1000;ReversedSorted;mergeSort;92232
1100;Random(0-5);mergeSort;132555
1100;Random(0-4000);mergeSort;165202
1100;AlmostSorted;mergeSort;108531
1100;ReversedSorted;mergeSort;102658
1200;Random(0-5);mergeSort;145357
1200;Random(0-4000);mergeSort;181978
1200;AlmostSorted;mergeSort;118855
1200;ReversedSorted;mergeSort;111579
1300;Random(0-5);mergeSort;157203
1300;Random(0-4000);mergeSort;199800
1300;AlmostSorted;mergeSort;129310
1300;ReversedSorted;mergeSort;123188
1400;Random(0-5);mergeSort;174394
1400;Random(0-4000);mergeSort;215791
1400;AlmostSorted;mergeSort;140768
1400;ReversedSorted;mergeSort;132596
1500;Random(0-5);mergeSort;184967
1500;Random(0-4000);mergeSort;235292
1500;AlmostSorted;mergeSort;151584
1500;ReversedSorted;mergeSort;143407
1600;Random(0-5);mergeSort;201417
1600;Random(0-4000);mergeSort;254583
1600;AlmostSorted;mergeSort;163468
1600;ReversedSorted;mergeSort;155348
1700;Random(0-5);mergeSort;217553
1700;Random(0-4000);mergeSort;273755
1700;AlmostSorted;mergeSort;177140
1700;ReversedSorted;mergeSort;165475
1800;Random(0-5);mergeSort;228692
1800;Random(0-4000);mergeSort;290648
1800;AlmostSorted;mergeSort;185086
1800;ReversedSorted;mergeSort;175433
1900;Random(0-5);mergeSort;242833
1900;Random(0-4000);mergeSort;309305
1900;AlmostSorted;mergeSort;196932
1900;ReversedSorted;mergeSort;184937
2000;Random(0-5);mergeSort;261911
2000;Random(0-4000);mergeSort;336968
2000;AlmostSorted;mergeSort;208167
2000;ReversedSorted;mergeSort;196432
2100;Random(0-5);mergeSort;275455
2100;Random(0-4000);mergeSort;355026
2100;AlmostSorted;mergeSort;221509
2100;ReversedSorted;mergeSort;206169
2200;Random(0-5);mergeSort;289602
2200;Random(0-4000);mergeSort;369077
2200;AlmostSorted;mergeSort;231329
2200;ReversedSorted;mergeSort;218614
2300;Random(0-5);mergeSort;302485
2300;Random(0-4000);mergeSort;385406
2300;AlmostSorted;mergeSort;241847
2300;ReversedSorted;mergeSort;227488
2400;Random(0-5);mergeSort;323902
2400;Random(0-4000);mergeSort;408129
2400;AlmostSorted;mergeSort;255189
2400;ReversedSorted;mergeSort;240722
2500;Random(0-5);mergeSort;332423
2500;Random(0-4000);mergeSort;426548
2500;AlmostSorted;mergeSort;269012
2500;ReversedSorted;mergeSort;252206
2600;Random(0-5);mergeSort;347164
2600;Random(0-4000);mergeSort;445377
2600;AlmostSorted;mergeSort;280002
2600;ReversedSorted;mergeSort;261604
2700;Random(0-5);mergeSort;364030
2700;Random(0-4000);mergeSort;467459
2700;AlmostSorted;mergeSort;289442
2700;ReversedSorted;mergeSort;275088
2800;Random(0-5);mergeSort;378016
2800;Random(0-4000);mergeSort;485079
2800;AlmostSorted;mergeSort;305896
2800;ReversedSorted;mergeSort;285063
2900;Random(0-5);mergeSort;392228
2900;Random(0-4000);mergeSort;503709
2900;AlmostSorted;mergeSort;314818
2900;ReversedSorted;mergeSort;297142
3000;Random(0-5);mergeSort;405418
3000;Random(0-4000);mergeSort;525580
3000;AlmostSorted;mergeSort;324651
3000;ReversedSorted;mergeSort;308872
3100;Random(0-5);mergeSort;423379
3100;Random(0-4000);mergeSort;545110
3100;AlmostSorted;mergeSort;338548
3100;ReversedSorted;mergeSort;319626
3200;Random(0-5);mergeSort;440727
3200;Random(0-4000);mergeSort;566951
3200;AlmostSorted;mergeSort;352059
3200;ReversedSorted;mergeSort;331749
3300;Random(0-5);mergeSort;456081
3300;Random(0-4000);mergeSort;587705
3300;AlmostSorted;mergeSort;363754
3300;ReversedSorted;mergeSort;340503
3400;Random(0-5);mergeSort;470573
3400;Random(0-4000);mergeSort;608002
3400;AlmostSorted;mergeSort;375802
3400;ReversedSorted;mergeSort;357812
3500;Random(0-5);mergeSort;483324
3500;Random(0-4000);mergeSort;628846
3500;AlmostSorted;mergeSort;388610
3500;ReversedSorted;mergeSort;366293
3600;Random(0-5);mergeSort;497295
3600;Random(0-4000);mergeSort;646761
3600;AlmostSorted;mergeSort;400145
3600;ReversedSorted;mergeSort;376804
3700;Random(0-5);mergeSort;514532
3700;Random(0-4000);mergeSort;666763
3700;AlmostSorted;mergeSort;412296
3700;ReversedSorted;mergeSort;385346
3800;Random(0-5);mergeSort;530105
3800;Random(0-4000);mergeSort;689595
3800;AlmostSorted;mergeSort;423987
3800;ReversedSorted;mergeSort;400096
3900;Random(0-5);mergeSort;546042
3900;Random(0-4000);mergeSort;709062
3900;AlmostSorted;mergeSort;438258
3900;ReversedSorted;mergeSort;411776
4000;Random(0-5);mergeSort;559924
4000;Random(0-4000);mergeSort;726699
4000;AlmostSorted;mergeSort;449401
4000;ReversedSorted;mergeSort;423173
4100;Random(0-5);mergeSort;568505
4100;Random(0-4000);mergeSort;744533
4100;AlmostSorted;mergeSort;463300
4100;ReversedSorted;mergeSort;431423
50;Random(0-5);quickSort;1804
50;Random(0-4000);quickSort;1689
50;AlmostSorted;quickSort;3592
50;ReversedSorted;quickSort;3754
100;Random(0-5);quickSort;4080
100;Random(0-4000);quickSort;4009
100;AlmostSorted;quickSort;9321
100;ReversedSorted;quickSort;13401
150;Random(0-5);quickSort;6733
150;Random(0-4000);quickSort;7042
150;AlmostSorted;quickSort;16272
150;ReversedSorted;quickSort;27203
200;Random(0-5);quickSort;10084
200;Random(0-4000);quickSort;10347
200;AlmostSorted;quickSort;26418
200;ReversedSorted;quickSort;47124
250;Random(0-5);quickSort;12901
250;Random(0-4000);quickSort;13094
250;AlmostSorted;quickSort;36254
250;ReversedSorted;quickSort;71898
300;Random(0-5);quickSort;16590
300;Random(0-4000);quickSort;18277
300;AlmostSorted;quickSort;47534
300;ReversedSorted;quickSort;100186
400;Random(0-5);quickSort;23196
400;Random(0-4000);quickSort;27457
400;AlmostSorted;quickSort;72038
400;ReversedSorted;quickSort;175395
500;Random(0-5);quickSort;29299
500;Random(0-4000);quickSort;35685
500;AlmostSorted;quickSort;95391
500;ReversedSorted;quickSort;267302
600;Random(0-5);quickSort;37273
600;Random(0-4000);quickSort;46565
600;AlmostSorted;quickSort;111898
600;ReversedSorted;quickSort;380303
700;Random(0-5);quickSort;44780
700;Random(0-4000);quickSort;54180
700;AlmostSorted;quickSort;167269
700;ReversedSorted;quickSort;514658
800;Random(0-5);quickSort;51416
800;Random(0-4000);quickSort;68638
800;AlmostSorted;quickSort;136687
800;ReversedSorted;quickSort;667076
900;Random(0-5);quickSort;59934
900;Random(0-4000);quickSort;81497
900;AlmostSorted;quickSort;191263
900;ReversedSorted;quickSort;841837
1000;Random(0-5);quickSort;69658
1000;Random(0-4000);quickSort;91385
1000;AlmostSorted;quickSort;230101
1000;ReversedSorted;quickSort;1038509
1100;Random(0-5);quickSort;76332
1100;Random(0-4000);quickSort;98261
1100;AlmostSorted;quickSort;249629
1100;ReversedSorted;quickSort;1252594
1200;Random(0-5);quickSort;82881
1200;Random(0-4000);quickSort;125114
1200;AlmostSorted;quickSort;271170
1200;ReversedSorted;quickSort;1481727
1300;Random(0-5);quickSort;93623
1300;Random(0-4000);quickSort;129093
1300;AlmostSorted;quickSort;302002
1300;ReversedSorted;quickSort;1744924
1400;Random(0-5);quickSort;103288
1400;Random(0-4000);quickSort;144220
1400;AlmostSorted;quickSort;336062
1400;ReversedSorted;quickSort;2008838
1500;Random(0-5);quickSort;112223
1500;Random(0-4000);quickSort;162130
1500;AlmostSorted;quickSort;368668
1500;ReversedSorted;quickSort;2300069
1600;Random(0-5);quickSort;119837
1600;Random(0-4000);quickSort;172701
1600;AlmostSorted;quickSort;371827
1600;ReversedSorted;quickSort;2618390
1700;Random(0-5);quickSort;133672
1700;Random(0-4000);quickSort;185655
1700;AlmostSorted;quickSort;415145
1700;ReversedSorted;quickSort;2985965
1800;Random(0-5);quickSort;135974
1800;Random(0-4000);quickSort;207905
1800;AlmostSorted;quickSort;484260
1800;ReversedSorted;quickSort;3302812
1900;Random(0-5);quickSort;151352
1900;Random(0-4000);quickSort;215185
1900;AlmostSorted;quickSort;447218
1900;ReversedSorted;quickSort;3680420
2000;Random(0-5);quickSort;151886
2000;Random(0-4000);quickSort;232102
2000;AlmostSorted;quickSort;481939
2000;ReversedSorted;quickSort;4073057
2100;Random(0-5);quickSort;168606
2100;Random(0-4000);quickSort;234725
